Name,Lev,Tm,VH,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS
Nicholas Castellanos,MLB-AL,Detroit,1,Kansas City,1,5,4,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0
Rusney Castillo,MLB-AL,Boston,0,Baltimore,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Starlin Castro,MLB-AL,New York,1,Minnesota,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Yoenis Cespedes,MLB-NL,New York,0,Pittsburgh,1,4,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Bartolo Colon,MLB-NL,New York,0,Pittsburgh,1,3,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Michael Conforto,MLB-NL,New York,0,Pittsburgh,1,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Zack Cozart,MLB-NL,Cincinnati,1,Atlanta,1,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Coco Crisp,MLB-AL,Oakland,0,Texas,1,4,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Nelson Cruz,MLB-AL,Seattle,1,Tampa Bay,1,5,5,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0
Cheslor Cuthbert,MLB-AL,Kansas City,0,Detroit,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Chase d'Arnaud,MLB-NL,Atlanta,0,Cincinnati,1,4,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Chris Davis,MLB-AL,Baltimore,1,Boston,1,4,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Ike Davis,MLB-AL,New York,1,Minnesota,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Khris Davis,MLB-AL,Oakland,0,Texas,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alejandro De Aza,MLB-NL,New York,0,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan De Jesus,MLB-NL,Cincinnati,1,Atlanta,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Jaff Decker,MLB-AL,Tampa Bay,0,Seattle,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Ian Desmond,MLB-AL,Texas,1,Oakland,1,5,3,2,2,0,0,1,1,2,0,0,0,0,0,0,0,1
Corey Dickerson,MLB-AL,Tampa Bay,0,Seattle,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Donaldson,MLB-AL,Toronto,1,Philadelphia,1,5,3,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0
Brian Dozier,MLB-AL,Minnesota,0,New York,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stephen Drew,MLB-NL,Washington,1,San Diego,1,4,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Adam Duvall,MLB-NL,Cincinnati,1,Atlanta,1,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Brett Eibner,MLB-AL,Kansas City,0,Detroit,1,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0
A.J. Ellis,MLB-NL,Los Angeles,0,Milwaukee,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacoby Ellsbury,MLB-AL,New York,1,Minnesota,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Edwin Encarnacion,MLB-AL,Toronto,1,Philadelphia,1,5,4,2,2,0,0,1,4,1,0,1,0,0,0,0,0,0
Alcides Escobar,MLB-AL,Kansas City,0,Detroit,1,5,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Eduardo Escobar,MLB-AL,Minnesota,0,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Danny Espinosa,MLB-NL,Washington,1,San Diego,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Prince Fielder,MLB-AL,Texas,1,Oakland,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ramon Flores,MLB-NL,Milwaukee,1,Los Angeles,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilmer Flores,MLB-NL,New York,0,Pittsburgh,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Logan Forsythe,MLB-AL,Tampa Bay,0,Seattle,1,5,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0
Maikel Franco,MLB-NL,Philadelphia,0,Toronto,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Freddie Freeman,MLB-NL,Atlanta,0,Cincinnati,1,4,4,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0
David Freese,MLB-NL,Pittsburgh,1,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Freddy Galvis,MLB-NL,Philadelphia,0,Toronto,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Adonis Garcia,MLB-NL,Atlanta,0,Cincinnati,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Brett Gardner,MLB-AL,New York,1,Minnesota,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scooter Gennett,MLB-NL,Milwaukee,1,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Tyler Goeddel,MLB-NL,Philadelphia,0,Toronto,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryan Goins,MLB-AL,Toronto,1,Philadelphia,1,5,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Adrian Gonzalez,MLB-NL,Los Angeles,0,Milwaukee,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yasmani Grandal,MLB-NL,Los Angeles,0,Milwaukee,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Curtis Granderson,MLB-NL,New York,0,Pittsburgh,1,5,5,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0
Didi Gregorius,MLB-AL,New York,1,Minnesota,1,3,3,2,2,0,0,1,3,0,0,1,0,0,0,0,0,0
Robbie Grossman,MLB-AL,Minnesota,0,New York,1,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Junior Guerra,MLB-NL,Milwaukee,1,Los Angeles,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Franklin Gutierrez,MLB-AL,Seattle,1,Tampa Bay,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
J.A. Happ,MLB-AL,Toronto,1,Philadelphia,1,4,3,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0
Bryce Harper,MLB-NL,Washington,1,San Diego,1,5,4,1,2,0,0,1,3,1,1,1,0,0,0,0,0,0
Josh Harrison,MLB-NL,Pittsburgh,1,New York,1,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Chase Headley,MLB-AL,New York,1,Minnesota,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Chris Heisey,MLB-NL,Washington,1,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar Hernandez,MLB-NL,Philadelphia,0,Toronto,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Enrique Hernandez,MLB-NL,Los Angeles,0,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odubel Herrera,MLB-NL,Philadelphia,0,Toronto,1,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Aaron Hicks,MLB-AL,New York,1,Minnesota,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aaron Hill,MLB-NL,Milwaukee,1,Los Angeles,1,5,4,2,2,0,0,1,1,1,0,0,0,0,0,0,1,0
Tyler Holt,MLB-NL,Cincinnati,1,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eric Hosmer,MLB-AL,Kansas City,0,Detroit,1,4,3,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
Chris Iannetta,MLB-AL,Seattle,1,Tampa Bay,1,5,5,0,3,1,0,0,1,0,0,2,0,0,0,0,0,0
Jose Iglesias,MLB-AL,Detroit,1,Kansas City,1,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ender Inciarte,MLB-NL,Atlanta,0,Cincinnati,1,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Paul Janish,MLB-AL,Baltimore,1,Boston,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Travis Jankowski,MLB-NL,San Diego,0,Washington,1,5,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0
John Jaso,MLB-NL,Pittsburgh,1,New York,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Jon Jay,MLB-NL,San Diego,0,Washington,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Desmond Jennings,MLB-AL,Tampa Bay,0,Seattle,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Erik Johnson,MLB-NL,San Diego,0,Washington,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Kelly Johnson,MLB-NL,New York,0,Pittsburgh,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Jones,MLB-AL,Baltimore,1,Boston,1,5,5,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0
Tommy Joseph,MLB-NL,Philadelphia,0,Toronto,1,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Matthew Joyce,MLB-NL,Pittsburgh,1,New York,1,4,4,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0
Jung Ho Kang,MLB-NL,Pittsburgh,1,New York,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Scott Kazmir,MLB-NL,Los Angeles,0,Milwaukee,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matt Kemp,MLB-NL,San Diego,0,Washington,1,5,3,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0
Howie Kendrick,MLB-NL,Los Angeles,0,Milwaukee,1,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0
Max Kepler,MLB-AL,Minnesota,0,New York,1,4,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Clayton Kershaw,MLB-NL,Los Angeles,0,Milwaukee,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Kinsler,MLB-AL,Detroit,1,Kansas City,1,5,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Erik Kratz,MLB-NL,Pittsburgh,1,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Ian Krol,MLB-NL,Atlanta,0,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dae-ho Lee,MLB-AL,Seattle,1,Tampa Bay,1,4,3,1,2,1,0,0,3,1,0,1,0,0,0,0,0,0
Sandy Leon,MLB-AL,Boston,0,Baltimore,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Adam Lind,MLB-AL,Seattle,1,Tampa Bay,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
James Loney,MLB-NL,New York,0,Pittsburgh,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jed Lowrie,MLB-AL,Oakland,0,Texas,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jonathan Lucroy,MLB-NL,Milwaukee,1,Los Angeles,1,4,4,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Manny Machado,MLB-AL,Baltimore,1,Boston,1,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Mikie Mahtook,MLB-AL,Tampa Bay,0,Seattle,1,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nick Markakis,MLB-NL,Atlanta,0,Cincinnati,1,4,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0
Ketel Marte,MLB-AL,Seattle,1,Tampa Bay,1,5,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Russell Martin,MLB-AL,Toronto,1,Philadelphia,1,5,5,1,2,1,0,0,2,0,0,2,0,0,0,0,0,0
J.D. Martinez,MLB-AL,Detroit,1,Kansas City,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Victor Martinez,MLB-AL,Detroit,1,Kansas City,1,5,5,3,3,0,0,3,3,0,0,1,0,0,0,0,0,0
Nomar Mazara,MLB-AL,Texas,1,Oakland,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian McCann,MLB-AL,New York,1,Minnesota,1,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
James McCann,MLB-AL,Detroit,1,Kansas City,1,4,1,1,1,0,0,1,2,2,0,0,0,0,1,0,0,0
Andrew McCutchen,MLB-NL,Pittsburgh,1,New York,1,4,4,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0
Jordy Mercer,MLB-NL,Pittsburgh,1,New York,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whit Merrifield,MLB-AL,Kansas City,0,Detroit,1,5,5,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0
Brad Miller,MLB-AL,Tampa Bay,0,Seattle,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Kendrys Morales,MLB-AL,Kansas City,0,Detroit,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mitch Moreland,MLB-AL,Texas,1,Oakland,1,4,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Logan Morrison,MLB-AL,Tampa Bay,0,Seattle,1,5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Taylor Motter,MLB-AL,Tampa Bay,0,Seattle,1,4,4,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0
Max Muncy,MLB-AL,Oakland,0,Texas,1,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wil Myers,MLB-NL,San Diego,0,Washington,1,5,3,2,2,1,0,1,1,2,0,0,0,0,0,0,0,0
Juan Nicasio,MLB-NL,Pittsburgh,1,New York,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kirk Nieuwenhuis,MLB-NL,Milwaukee,1,Los Angeles,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Aaron Nola,MLB-NL,Philadelphia,0,Toronto,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eduardo Nunez,MLB-AL,Minnesota,0,New York,1,5,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
Shawn O'Malley,MLB-AL,Seattle,1,Tampa Bay,1,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Rougned Odor,MLB-AL,Texas,1,Oakland,1,5,5,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0
Paulo Orlando,MLB-AL,Kansas City,0,Detroit,1,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
David Ortiz,MLB-AL,Boston,0,Baltimore,1,4,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
Jimmy Paredes,MLB-NL,Philadelphia,0,Toronto,1,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ByungHo Park,MLB-AL,Minnesota,0,New York,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Pearce,MLB-AL,Tampa Bay,0,Seattle,1,5,5,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0
Joc Pederson,MLB-NL,Los Angeles,0,Milwaukee,1,4,4,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0
Dustin Pedroia,MLB-AL,Boston,0,Baltimore,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Peraza,MLB-NL,Cincinnati,1,Atlanta,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0
Hernan Perez,MLB-NL,Milwaukee,1,Los Angeles,1,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Salvador Perez,MLB-AL,Kansas City,0,Detroit,1,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Jace Peterson,MLB-NL,Atlanta,0,Cincinnati,1,4,3,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0
Brandon Phillips,MLB-NL,Cincinnati,1,Atlanta,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
A.J. Pierzynski,MLB-NL,Atlanta,0,Cincinnati,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kevin Pillar,MLB-AL,Toronto,1,Philadelphia,1,5,5,2,3,0,0,2,3,0,0,1,0,0,0,0,0,0
Trevor Plouffe,MLB-AL,Minnesota,0,New York,1,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Gregory Polanco,MLB-NL,Pittsburgh,1,New York,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Hanley Ramirez,MLB-AL,Boston,0,Baltimore,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson Ramos,MLB-NL,Washington,1,San Diego,1,5,4,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0
Nolan Reimold,MLB-AL,Baltimore,1,Boston,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Anthony Rendon,MLB-NL,Washington,1,San Diego,1,5,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
Ben Revere,MLB-NL,Washington,1,San Diego,1,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Joey Rickard,MLB-AL,Baltimore,1,Boston,1,5,4,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0
Rene Rivera,MLB-NL,New York,0,Pittsburgh,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Tanner Roark,MLB-NL,Washington,1,San Diego,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Robinson,MLB-NL,Washington,1,San Diego,1,5,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
Alex Rodriguez,MLB-AL,New York,1,Minnesota,1,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Sean Rodriguez,MLB-NL,Pittsburgh,1,New York,1,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Andrew Romine,MLB-AL,Detroit,1,Kansas City,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Rosales,MLB-NL,San Diego,0,Washington,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Rua,MLB-AL,Texas,1,Oakland,1,4,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0
Cameron Rupp,MLB-NL,Philadelphia,0,Toronto,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Saunders,MLB-AL,Toronto,1,Philadelphia,1,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Ryan Schimpf,MLB-NL,San Diego,0,Washington,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Jonathan Schoop,MLB-AL,Baltimore,1,Boston,1,4,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Corey Seager,MLB-NL,Los Angeles,0,Milwaukee,1,5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Kyle Seager,MLB-AL,Seattle,1,Tampa Bay,1,5,4,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0
Steve Selsky,MLB-NL,Cincinnati,1,Atlanta,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Marcus Semien,MLB-AL,Oakland,0,Texas,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Shaw,MLB-AL,Boston,0,Baltimore,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallex Smith,MLB-NL,Atlanta,0,Cincinnati,1,5,4,2,1,0,0,0,1,1,0,1,0,0,0,0,2,0
Justin Smoak,MLB-AL,Toronto,1,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yangervis Solarte,MLB-NL,San Diego,0,Washington,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Straily,MLB-NL,Cincinnati,1,Atlanta,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Eugenio Suarez,MLB-NL,Cincinnati,1,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt Suzuki,MLB-AL,Minnesota,0,New York,1,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Josh Thole,MLB-AL,Toronto,1,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trayce Thompson,MLB-NL,Los Angeles,0,Milwaukee,1,4,4,2,2,1,0,1,3,0,0,0,0,0,0,0,0,0
Devon Travis,MLB-AL,Toronto,1,Philadelphia,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Mark Trumbo,MLB-AL,Baltimore,1,Boston,1,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Justin Turner,MLB-NL,Los Angeles,0,Milwaukee,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Justin Upton,MLB-AL,Detroit,1,Kansas City,1,5,5,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0
Melvin Upton Jr.,MLB-NL,San Diego,0,Washington,1,4,4,1,2,0,0,0,1,0,0,2,0,0,0,0,2,0
Chase Utley,MLB-NL,Los Angeles,0,Milwaukee,1,5,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Danny Valencia,MLB-AL,Oakland,0,Texas,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scott Van Slyke,MLB-NL,Los Angeles,0,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Venable,MLB-NL,Los Angeles,0,Milwaukee,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jonathan Villar,MLB-NL,Milwaukee,1,Los Angeles,1,5,5,2,2,0,0,1,2,0,0,2,0,0,0,1,1,0
Stephen Vogt,MLB-AL,Oakland,0,Texas,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joey Votto,MLB-NL,Cincinnati,1,Atlanta,1,5,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Kyle Waldrop,MLB-NL,Cincinnati,1,Atlanta,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Neil Walker,MLB-NL,New York,0,Pittsburgh,1,4,4,1,2,1,0,1,3,0,0,0,0,0,0,0,0,0
Jayson Werth,MLB-NL,Washington,1,San Diego,1,5,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Wieters,MLB-AL,Baltimore,1,Boston,1,4,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Bobby Wilson,MLB-AL,Texas,1,Oakland,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Matt Wisler,MLB-NL,Atlanta,0,Cincinnati,1,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Jose Abreu,MLB-AL,Chicago,1,Cleveland,1,4,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Cristhian Adames,MLB-NL,Colorado,1,Miami,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Adams,MLB-NL,St. Louis,0,Texas,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Ahmed,MLB-NL,Arizona,1,Philadelphia,1,5,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Albert Almora,MLB-NL,Chicago,0,Pittsburgh,1,5,4,0,3,1,0,0,2,1,0,1,0,0,0,0,0,0
Yonder Alonso,MLB-AL,Oakland,0,Los Angeles,1,4,3,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0
Jose Altuve,MLB-AL,Houston,0,Cincinnati,1,6,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
Pedro Alvarez,MLB-AL,Baltimore,0,Toronto,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Tim Anderson,MLB-AL,Chicago,1,Cleveland,1,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0
Elvis Andrus,MLB-AL,Texas,1,St. Louis,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nori Aoki,MLB-AL,Seattle,1,Boston,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolan Arenado,MLB-NL,Colorado,1,Miami,1,4,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Jake Arrieta,MLB-NL,Chicago,0,Pittsburgh,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cody Asche,MLB-NL,Philadelphia,0,Arizona,1,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Alex Avila,MLB-AL,Chicago,1,Cleveland,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mike Aviles,MLB-AL,Detroit,1,Kansas City,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Aybar,MLB-NL,Atlanta,1,New York,1,4,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Javier Baez,MLB-NL,Chicago,0,Pittsburgh,1,5,3,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0
Jett Bandy,MLB-AL,Los Angeles,1,Oakland,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Darwin Barney,MLB-AL,Toronto,1,Baltimore,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Belt,MLB-NL,San Francisco,1,Tampa Bay,1,4,3,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0
Carlos Beltran,MLB-AL,New York,1,Minnesota,1,4,4,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0
Adrian Beltre,MLB-AL,Texas,1,St. Louis,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Bethancourt,MLB-NL,San Diego,0,Washington,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mookie Betts,MLB-AL,Boston,0,Seattle,1,5,4,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0
Charlie Blackmon,MLB-NL,Colorado,1,Miami,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andres Blanco,MLB-NL,Philadelphia,0,Arizona,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregor Blanco,MLB-NL,San Francisco,1,Tampa Bay,1,4,4,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
Xander Bogaerts,MLB-AL,Boston,0,Seattle,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Bour,MLB-NL,Miami,0,Colorado,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Peter Bourjos,MLB-NL,Philadelphia,0,Arizona,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bourn,MLB-NL,Arizona,1,Philadelphia,1,5,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1
Jackie Bradley Jr.,MLB-AL,Boston,0,Seattle,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
